"Name","City (HappyCow)","County","Veg Type","Status","Address","Phone","Website","HappyCow URL","Review Count","Description","In App","App Name"
"ON THE RUN Vegan","Miami","Miami / Dade County","Vegan","Open","12405 N Kendall Dr, Miami, Florida, USA, 33172","+1-786-670-6850","https://www.doordash.com/store/on-the-run-vegan-miami-26220667/?utm_campaign=gpa","https://www.happycow.net/reviews/on-the-run-vegan-miami-385342","42","Reviews of vegan-friendly food truck ON THE RUN Vegan in Miami, Florida, USA 'I’ve been vegan for 10 years and this is easily the most flavourful vegan food I’ve ever had. We actually went here twice during our week in Miami even though'","Yes","On the Run Vegan"
"On the Run Vegan","Miami","Miami / Dade County","Vegan","Open","34 Northwest 29th Street, Miami, Florida, USA, 33127","+1-786-670-6850","https://www.ubereats.com/store/on-the-run-vegan/0DYSwEObVqaKqIAmaqfsUw?srsltid=AfmBOopZBB5TrVh-rz2ia8ccfJ2njm2Z9GzEQlT5zG-D779TzYw_19sc","https://www.happycow.net/reviews/on-the-run-vegan-miami-500077","2","Reviews of vegan-friendly food truck On the Run Vegan in Miami, Florida, USA 'The bacon burger is really good. Took off a point because even though the fries appeared seasoned, they were extremely bland. Also nearly $27 for a burger and a'","Yes","On the Run Vegan"
"Pamela Wasabi","Miami","Miami / Dade County","Vegan","Open","5663 NW 35th Ct, Miami, Florida, USA, 33142","+1-530-436-5577","https://www.pamelawasabi.com/","https://www.happycow.net/reviews/pamela-wasabi-miami-205129","15","Reviews of vegan bakery Pamela Wasabi in Miami, Florida, USA","Yes","Pamela Wasabi"
"Raw Chef Carla","Miami","Miami / Dade County","Vegan","Open","6900 Bay Dr, Miami, Florida, USA, 33141","+1-828-505-6203","http://www.rawchefcarla.com/","https://www.happycow.net/reviews/raw-chef-carla-miami-363695","17","Reviews of vegan bakery Raw Chef Carla in Miami, Florida, USA 'I ordered the red velvet cake and quickly received an email from Carla asking when I wanted the cake by. I let her know the cake would be for my wedding and coordinated the best'","No",""
"Sweet Chemistry Baking Co","Miami","Miami / Dade County","Vegan","Open","2400 SW 3rd Ave , Miami, Florida, USA, 33129","+1-786-200-6717","http://sweetchemistrybc.com/","https://www.happycow.net/reviews/sweet-chemistry-baking-co-miami-205098","12","Reviews of vegan bakery Sweet Chemistry Baking Co in Miami, Florida, USA 'We were so much looking forward to check this place out but didnt realize that this is actually not a real bakery. You need to pre-order, but they dont have a shop'","No",""
"The Krazy Vegan","Miami","Miami / Dade County","Vegan","Closed","34 NE 26th S, Miami, Florida, USA, 33137","+1-561-497-7065","https://thekrazyvegan.com/","https://www.happycow.net/reviews/the-krazy-vegan-miami-390382","","Vegan-friendly food truck The Krazy Vegan in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","Yes","The Krazy Vegan"
"Vegan Art by Indira","Miami","Miami / Dade County","Vegan","Closed","1610 NW 20th St, Miami, Florida, USA, 33142","+1-786-300-5745","http://www.bettersweetmiami.com/","https://www.happycow.net/reviews/vegan-art-by-indira-miami-76821","21","Reviews of vegan bakery Vegan Art by Indira in Miami, Florida, USA 'I have ordered from Bettersweet several times and have never been disappointed. The cake designs are works of art and taste delicious! The order and delivery process is very'","No",""
"VeganlyDelicious","Miami","Miami / Dade County","Vegan","Closed","Miami Area, Miami, Florida, USA","+1-321-549-1353","https://leafletjs.com/","https://www.happycow.net/reviews/veganlydelicious-miami-168986","9","Reviews of vegan-friendly catering service VeganlyDelicious in Miami, Florida, USA 'Highly recommended! Just buy one or three of everything. Maggie puts a lot of care into her baked goods and is conveniently located at the farmers market'","No",""
"Vgan Corner Plant","Miami","Miami / Dade County","Vegan","Open","45 NW 28th St, Miami, Florida, USA, 33127","+1-786-245-6175","http://www.vgancorner.com/","https://www.happycow.net/reviews/vgan-corner-plant-based-market-miami-484748","7","Reviews of vegan store Vgan Corner Plant-Based Market in Miami, Florida, USA","Yes","Vgan.Corner"
"Wayra Roots","Miami","Miami / Dade County","Vegan","Closed","6601 Biscayne Boulevard (at Legions Park Farmer Market), Miami, Florida, USA, 33138","","https://www.wayraroots.com/","https://www.happycow.net/reviews/wayra-roots-miami-443630","","Vegan-friendly food truck Wayra Roots in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Wet Dreams Sushi","Miami","Miami / Dade County","Vegan","Closed","3300 Grand Ave, Miami, Florida, USA, 33133","","https://leafletjs.com/","https://www.happycow.net/reviews/wet-dreams-sushi-miami-288021","8","Reviews of vegan-friendly farmer%s market vendor Wet Dreams Sushi in Miami, Florida, USA 'Stumbled upon this cute little stand at the coconut Grove market and the menu is simple and small. Full of flavor! The best tasting vegan sushi'","No",""
"360 Bowls","Miami","Miami / Dade County","Vegan","Open","100 S Biscayne Blvd, Miami, Florida, USA, 33131","+1-786-816-2724","https://leafletjs.com/","https://www.happycow.net/reviews/360-bowls-miami-251808","1","Reviews of vegan-friendly delivery service 360 Bowls in Miami, Florida, USA 'I ordered from this place because I was in a pinch and it was definitely the worst place I’ve tried in Miami. Tried the chow mein and the stir fry with tofu and'","No",""
"800 Degree Pizza","Miami","Miami / Dade County","Vegan","Unknown","626 S Miami Ave, Miami, Florida, USA, 33130","","https://www.grubhub.com/restaurant/800-degrees-pizza-626-s-miami-ave-miami/2927315","https://www.happycow.net/reviews/800-degree-pizza-miami-257108","2","Reviews of vegan-friendly delivery service 800 Degree Pizza in Miami, Florida, USA","No",""
"Aubi & Ramsa","Miami","Miami / Dade County","Vegan","Closed","106 NW 25th St, Miami, Florida, USA, 33127","+1-855-282-4726","https://aubiramsa.com/","https://www.happycow.net/reviews/aubi-ramsa-miami-264265","","Dairy-free ice cream or gelato Aubi & Ramsa in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Aubi & Ramsa","Miami","Miami / Dade County","Vegan","Open","172 NE 41st Str., #3516, Miami, Florida, USA, 33137","+1-855-282-4726","https://www.aubiramsa.com/","https://www.happycow.net/reviews/aubi-ramsa-miami-design-district-miami-264771","","Dairy-free ice cream or gelato Aubi & Ramsa - Miami Design District in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Azucar Ice Cream Company","Miami","Miami / Dade County","Vegan","Open","1503 SW Eighth St (at Little Havana), Miami, Florida, USA, 33135","+1-305-381-0369","https://www.azucaricecream.com/location/azucar-ice-cream-miami-fl","https://www.happycow.net/reviews/azucar-ice-cream-company-miami-333008","4","Reviews of dairy-free ice cream or gelato Azucar Ice Cream Company in Miami, Florida, USA","No",""
"Bagel Boss Miami Beach","Miami","Miami / Dade County","Vegan-Friendly","Closed","740 Arthur Godfrey Road, Miami, Florida, USA, 33140","+1-305-563-9813","https://www.ubereats.com/store/bagel-boss-miami-beach/TI7A5tHgRkuux-EAiV0yGA?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas","https://www.happycow.net/reviews/bagel-boss-miami-beach-miami-492174","","Vegan bakery Bagel Boss Miami Beach in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Bagel Club Miami","Miami","Miami / Dade County","Vegan","Closed","186 NE 3rd Ave, Miami, Florida, USA, 33132","+1-786-558-5175","https://www.ubereats.com/store/the-bagel-club/Fmzs6EH9ScmmnFjEjK-nIg","https://www.happycow.net/reviews/bagel-club-miami-miami-506466","","Vegan-friendly coffee / tea shop Bagel Club Miami in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Below Zero","Miami","Miami / Dade County","Vegan","Closed","375 NE 54th St No 5, Miami, Florida, USA, 33137","+1-786-409-2100","http://belowzeromiami.com/","https://www.happycow.net/reviews/below-zero-miami-240840","","Dairy-free ice cream or gelato Below Zero in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Ben & Jerry's","Miami","Miami / Dade County","Vegan","Open","1723 E Hallandale Blvd, Miami, Florida, USA, 33009","+1-786-763-2697","https://www.benjerry.com/","https://www.happycow.net/reviews/ben-and-jerrys-miami-195561","3","Reviews of dairy-free ice cream or gelato Ben & Jerry's in Miami, Florida, USA 'I enjoyed the chocolate chip cookie dough & caramel cookie graham ice cream together !'","No",""
"Bianco Gelato","Miami","Miami / Dade County","Vegan","Open","3137 Commodore Plaza, Miami, Florida, USA, 33133","+1-786-717-5315","http://www.biancogelato.com/","https://www.happycow.net/reviews/bianco-gelato-miami-165278","4","Reviews of dairy-free ice cream or gelato Bianco Gelato in Miami, Florida, USA","No",""
"Bianco Gelato","Miami","Miami / Dade County","Vegan","Closed","8300 Northeast 2nd Ave, Miami, Florida, USA, 33138","+1-305-458-4455","http://www.biancogelato.com/","https://www.happycow.net/reviews/bianco-gelato-miami-165282","","Dairy-free ice cream or gelato Bianco Gelato - NE 2nd AVe in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Bussdown Vegans","Miami","Miami / Dade County","Vegan","Closed","3300 Grand Ave (at Coconut Grove Organic Market), Miami, Florida, USA, 33133","+1-954-806-3773","https://cashdrop.biz/bussdownvegans","https://www.happycow.net/reviews/bussdown-vegans-miami-324704","","Vegan-friendly food truck Bussdown Vegans in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"CasaPan","Miami","Miami / Dade County","Vegan","Unknown","6601 Biscayne Blvd (at Legion Park Farmers Market), Miami, Florida, USA, 33138","+1-954-628-2958","https://www.casapanbreads.com/","https://www.happycow.net/reviews/casapan-miami-447448","1","Reviews of vegan-friendly farmer%s market vendor CasaPan in Miami, Florida, USA","No",""
"Cielito Artisan Pops","Miami","Miami / Dade County","Vegan","Open","2750 NW 3rd Ave Ste 20a, Miami, Florida, USA, 33127","+1-305-397-7392","https://cielitoartisanpops.com/ice-pops","https://www.happycow.net/reviews/cielito-artisan-pops-miami-216214","1","Reviews of dairy-free ice cream or gelato Cielito Artisan Pops in Miami, Florida, USA 'I had a maracuya ice cream, some are vegan and some I think they don’t. '","No",""
"Coconut Grove Farmer's Market","Miami","Miami / Dade County","Vegan","Closed","3300 Grand Ave, Miami, Florida, USA, 33133","+1-305-794-1464","https://www.glaserorganicfarms.com/market.php","https://www.happycow.net/reviews/coconut-grove-farmers-market-miami-6290","27","Reviews of farmers% market Coconut Grove Farmer's Market in Miami, Florida, USA 'My favorite place to order food is the Glaser tent, which is where the produce is sold. There are a lot of wonderful green leaves in all the dishes!'","No",""
"Coffee Break House","Miami","Miami / Dade County","Vegan","Open","7251 Biscayne Blvd, Miami, Florida, USA, 33138","+1-786-391-2073","https://leafletjs.com/","https://www.happycow.net/reviews/coffee-break-house-miami-445194","","Vegan-friendly coffee / tea shop Coffee Break House in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Crispy Streets","Miami","Miami / Dade County","Vegan","Closed","9980 SW Eighth St, Miami, Florida, USA, 33174","+1-305-370-9059","https://leafletjs.com/","https://www.happycow.net/reviews/crispy-streets-miami-281320","1","Reviews of vegan-friendly food truck Crispy Streets in Miami, Florida, USA","No",""
"Daddyz Island","Miami","Miami / Dade County","Vegan","Unknown","Various locations, Miami, Florida, USA, 33133","","https://leafletjs.com/","https://www.happycow.net/reviews/daddyz-island-miami-339163","1","Reviews of vegan-friendly farmer%s market vendor Daddyz Island - Pop-up in Miami, Florida, USA","No",""
"Dasher & Crank","Miami","Miami / Dade County","Vegan","Open","2211 Northwest 2nd Ave, Miami, Florida, USA, 33127","+1-305-213-1569","http://dasherandcrank.com/","https://www.happycow.net/reviews/dasher-crank-miami-188918","20","Reviews of dairy-free ice cream or gelato Dasher & Crank in Miami, Florida, USA","No",""
"Dreamy Desserts","Miami","Miami / Dade County","Vegan","Open","9618 Fontainebleau Blvd, Miami, Florida, USA, 33172","+1-786-485-4969","https://www.ubereats.com/store/dreamy-desserts-9618-fontainebleau-boulevard/9bsdy9y8VACR-TR8eV3DWw","https://www.happycow.net/reviews/dreamy-desserts-miami-508212","1","Reviews of dairy-free ice cream or gelato Dreamy Desserts in Miami, Florida, USA 'They have a cookies and cream as well as a chocolate vegan ice cream, raspberry, lemon and mango sorbet. They also have vegan milk options to make milkshakes'","No",""
"Hayati Mediterranean Cuisine","Miami Beach","Miami / Dade County","Vegan","Open","955 Alton Rd (at Alton Food Hall), Miami Beach, Florida, USA, 33139","+1-305-946-9959","https://hayatimedcuisine.com/","https://www.happycow.net/reviews/hayati-mediterranean-cuisine-miami-beach-352926","","Vegan-friendly restaurant Hayati Mediterranean Cuisine - Alton Food Hall in Miami Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Hoja Taqueria","Miami Beach","Miami / Dade County","Vegan","Open","3120 Collins Ave (at Generator Hotel), Miami Beach, Florida, USA, 33140","+1-786-496-5739","https://www.hojataqueria.com/","https://www.happycow.net/reviews/hoja-taqueria-miami-beach-395487","4","Reviews of vegan-friendly restaurant Hoja Taqueria - Miami Beach in Miami Beach, Florida, USA 'I got the mushroom burrito without cheese which was decent, but lacked rice and had too much thin salsa... They have a few other mushroom options'","No",""
